*aHigh 1#high
*significnat 2#significant
*significnatly 1#significantly
*significnt 1#significant
*signifigance 6#significance
*signifigant 2#significant
*signifigantly 1#significantly
*signifincantly 1#significantly
*signifivant 1#significant
*signigicant 2#significant
*signigicantly 2#significantly
*signiifcant 1#significant
*signiificant 1#significant
*signinficant 1#significant
*signinficantly 2#significantly
*signinificantly 1#significantly
*signining 2#signing
*signitaries 1#signatories
*signiticant 1#significant
*signitures 1#signatures
*signle 1#single
*sigures 1#figures
*siide 1#side
*sileage 2#silage
C*sill 9#still#sill
*sillage 4#silage
*silmultaneous 1#simultaneous
*silocon 1#silicon
*sils 1#soils
*silvio 1#Silvio
*simar 1#similar?
*simbol 1#symbol
*sime 2#some
*simiilar 1#similar
*similair 1#similar
*similaire 1#similar
*similalry 1#similarly
*similarily 6#similarly
*similarlities 1#similarities
*similary 5#similarly
*similating 1#simulating
*similations 1#simulations
*similer 1#similar
*similiar 166#similar
*similiar-sized 1#similar-sized
*similiarities 1#similarities
*similiarly 7#similarly
*simlar 2#similar
*simlarly 1#similarly
*simliar 2#similar
*simmilar 5#similar
*simmmering 1#simmering
*simoultaneously 1#simultaneously
*simpify 1#simplify
*simplfy 2#simplify
*simplication 2#simplification
*simplifaction 1#simplification
*simplifified 2#simplified
*simplying 1#simplifying
*simular 1#similar
*simulataneous 2#simultaneous
*simulataneously 2#simultaneously
*simulateous 1#simultaneous
*simultaeous 1#simultaneous
*simultaneosly 1#simultaneously
*simultaneoulsy 2#simultaneously
*simultaneouly 1#simultaneously
*simultanous 4#simultaneous
*simultanously 1#simultaneously
*simutaneously 1#simultaneously
*sinal 1#signal
?*sinc 1#sync
*sinced 3#since
*sincel 1#since
*sincerety 1#sincerity
*sindicating 1#syndicating
*sindication 1#syndication
C*sines 1#Sines#sines
*sinfullness 1#sinfulness
NE*singa 1#Singa
*singal 1#signal
*singalled 4#signalled
*singapore 21#Singapore
*singapore's 1#Singapore's
*singe 1#single
*singe-digit 1#single-digit
C*singed 14#signed#singed
C*singes 1#signs
NE*singh 2#Singh
*singificant 3#significant
*singinificant 1#significant
*single-curency's 1#single-currency's
*single-famnily 1#single-family
*single-mided 1#single-minded
*single-urpose 1#single-purpose
*single-volumme 1#single-volume
*singlijng 1#singling
*sinificant 2#significant
C*sinkhold 1#sinkhole
*sinle 2#single
*sinlge 1#single
*sinmce 1#since
*sinngle 1#single
*sinple 2#simple
*sinster 2#sinister
*sinve 1#since
*sion 5#Commis_sion
*sional 1#profes_sional
*sismic 1#seismic
*sissors 1#scissors
*sitation 6#situation
*sitatuion 2#situation
*sitatution 1#situation
*sitauation 2#situation
*sitaution 4#situation
*siting 19#sitting#citing
*sitiuation 1#situation
*sitll 3#still
*sittiing 1#sitting
*situaation 3#situation
*situaion 1#situation
*situaiton 1#situation
*situaitons 1#situation
*situatin 1#situation
*situatioin 1#situation
*situationin 1#situation in
*situatioon 2#situation
*situaton 1#situation
*situtaion 1#situation
*situtation 17#situation
*situtations 1#situations
*sitution 13#situation
*siuation 6#situation
*siucide 1#suicide
*siutation 2#situation
*siven 1#seven
*siwdeways 1#sideways
*six-momth 1#six-month
*six-monhtly 1#six-monthly
*six-monmth 1#six-month
*six-montly 1#six-monthly
*sixmillion 1#six million
*sixmonths 1#six months
*sizeabble 1#sizeable
*sizeabe 1#sizeable
*sizeble 3#sizeable
*sizew 1#size
*skaky 1#shaky
NE*skaw-passero 1#Skaw-Passero
*skeleon 1#skeleton
*skepticsm 1#skepticism
*skiier 4#skier
*skiier's 1#skier's
*skiiers 12#skiers
*skiiing 1#skiing
*skilful 58#skillful
*skilfull 2#skillful
*skilless 1#skill-less
*skillfull 1#skillful
*skils 1#skills
C*skin-dying 1#skin-dyeing
*skippe 1#skipper
*skittdish 1#skittish
*skittsh 2#skittish
*skrinking 1#shrinking
*skrydis 2#Skrydis
*skulduggery 8#skullduggery
*skyboces 1#skyboxes
*skyrocked 2#skyrocketed
*skyrockted 2#skyrocketed
*skysrocketed 1#skyrocketed
*slae 1#sale
*slaes 13#sales
*slainn 1#slain
*slaiughter 1#slaughter
*slalomon 1#slalom on
?*sland's 1#land's#island's
*slasing 1#slashing
*legi_slation 2#legislation
*slaugher 1#slaughter
*slaughering 1#slaughtering
*slaughtger 1#slaughter
*slaugther 1#slaughter
*slaugthered 1#slaughtered
*sleak 1#sleek
*sleaker 1#sleeker
*sleeep 2#sleep
*slghtly 6#slightly#sightly
*slicee 1#slice
*slided 3#slid
*slidind 1#sliding
*slie 1#slide
*slighest 5#slightest
*slighhtly 2#slightly
*slighlty 33#slightly
*slighly 47#slightly
*slightess 1#slightness
*slightl 3#slightly
*slighty 50#slightly
*sligthly 12#slightly
*sligtly 4#slightly
C*slipe 2#slip#slipe
*sliped 8#slipped
*slipedd 1#slipped
*slippageFiscal 1#slippage Fiscal
*slippedg 1#slipped
*slippedtwo 1#slipped two
*slippped 1#slipped
*slippping 1#slipping
*sliver-plated 1#silver-plated
*sllipped 1#slipped
*slmost 1#almost
?*slo 2#slow#Oslo
*sloce 1#close#slice
*sloution 1#solution
*slovak 8#Slovak
*slovakia 13#Slovakia
*slove 1#solve
*slovenia 3#Slovenia
NE*slovenska 2#Slovenska
*slowdow 4#slowdown
*slowdowm 1#slowdown
*slowered 1#slowed?
*slowlyded 1#slowly
*slowy 1#slowly
*sluch 1#such
*sluges 1#slugs
*slugest 1#slugfest
*sluggigh 1#sluggish
*sluggishingly 1#sluggishly
*slugglish 13#sluggish
*slugglishness 1#sluggishness
*slugish 6#sluggish
*slugishness 1#sluggishness
*slumner 1#slumber
*slumpped 1#slumped
*slwoing 1#slowing
*smae 4#same
*smale-scale 1#small-scale
*small-than-anticipated 1#smaller-than-anticipated
*smalle 2#small
*smalled 2#smallest
*smaller-than-exected 2#smaller-than-expected
C*smaller-then-expected 2#smaller-than-expected
*smallers 1#smaller
*smallet 1#smallest
?*smalter 1#smelter#smaller
*smaurai 1#samurai
C*sme 2#some#same
*smeltin 1#smelting
*smetlers 1#smelters
*smiliar 6#similar
*smleting 1#smelting
*smmer 1#summer
*smnallest 1#smallest
*smokless 1#smokeless
*smoooth 1#smooth
*smugggled 1#smuggled
*snaller 1#smaller
*snaped 1#snapped
C*snd 5#and#second
*sned 1#send
*snowstoms 1#snowstorms
*snowstorsm 1#snowstorms
*snwowballs 1#snowballs
*soa 1#soya
*soack 1#soak#stock#stack
S*sobre 3#sobre#sober
*socal 1#social
*socalled 2#so called
*soccar 1#soccer
*soccer-AEK 2#soccer - AEK
*socer 5#soccer
*soceties 1#societies
*socety 1#society
*soci 3#soci_al
*socia 1#social
*socialistists 1#socialists
*socially-reponsible 1#socially-responsible
*sociation 1#association
*sociaty 1#society
*societes 4#societies
*socio-ecnomic 1#socio-economic
*socio_political 1#socio-political
*socirty 1#society
*socities 3#societies
*socres 1#scores
*socring 1#scoring
*sodiers 1#soldiers
*sodliers 1#soldiers
C*soe 2#some#rose
*soecial 1#social
*soem 2#some
*soemthing 1#something
*sofailure 1#so failure
*softare 1#software
*softe 2#softer
*softed 1#softened
*softenedto 3#softened to
*softenend 1#softened
*softenening 1#softening
*softeness 1#softness
*softler 1#softer
*softned 1#softened
*softning 1#softening
*softwae 1#software
*softwarservice 1#software service
C*softwear 1#software
*sofware 14#software
*soid 1#said
*soild 1#solid
*sojurn 1#sojourn
*soke 1#some
*solble 1#soluble
*soldeirs 1#soldiers
C*solder 15#soldier#solder
C?*soldered 4#soldiered
C?*soldering 6#soldiering
C?*solders 2#soldiers
*soldiarity 1#solidarity
*soldiiers 2#soldiers
*soldiuers 1#soldiers
*solds 1#sold
*solemly 1#solemnly~If this happened , he told the rally " I solemly declare in the name of our 500,000 members that we would stage an all-out struggle , including a total strike " .~
*soley 14#solely~Traders said one current option to traders wishing to avoid the non-modified beans was to trade soley with material from Brazil and Argentina .~
*solication 1#solicitation
*solications 1#solicitations
*soliciation 2#solicitation
*solicitaion 1#solicitation
*solicitiation 3#solicitation
*solicted 1#solicited
*solicting 1#soliciting
*solidariety 1#solidarity
*solidarily 1#solidarity
*solidarite 2#solidarity
*solidary 3#solidarity
*solidely 1#solidly
*solidfy 2#solidify
*solidiarity 2#solidarity
*solidiers 2#soldiers
*solidily 1#solidity
*soliicitation 1#solicitation
*solitarary 1#solitary
*solitication 2#solicitation
*solitications 1#solicitations
*soliticing 1#soliciting
*soliticor 2#solicitor
*solitictation 1#solicitation
*sollicit 1#solicit
*sollicited 1#solicited
*soluctions 1#solutions
*solutionpreoducts 1#solution products
*solvin 1#solving
C*som 4#some#som
*sombedy 1#somebody
*sombero-wearing 1#sombrero-wearing
*sombody 1#somebody
*somce 3#since#some
*somearginal 1#some marginal
*somehat 2#somewhat#some hat
*somehere 1#somewhere#some here
*somehwat 1#somewhat
*somehwere 6#somewhere
*someome 1#someone
*somep 1#some
*somes 5#some
*somethime 2#sometime
*someties 2#sometimes
*sometine 1#sometime
*sometines 1#sometimes
*someting 3#something
*sometning 1#something
*somewaht 3#somewhat
*somewhow 2#somehow
*somewthing 1#something
C*somme 3#f*somme#some
*sommon 1#common
*somnabulent 2#somnambulant
*somne 1#some
*somone 1#someone
*somthing 3#something
*somtime 1#sometime
*somtimes 1#sometimes
*somwe 1#some
*somwewhat 1#somewhat
*somwhat 3#somewhat
*somwhere 2#somewhere
*somwhow 2#somehow
*soncern 1#concern
C*sone 2#some#stone
*sonn 1#soon
*sonwehat 1#somewhat
*sonwfall 1#snowfall
*sony 1#Sony
*soo 2#so
*soocer 1#soccer
*sood 1#stood
*sooft 1#soft
*soom 1#some
*soon-too-expire 1#soon-to-expire
*sooon 1#soon
*soooner 4#sooner
*sooooooo 1#so
*sooth 11#soot#soothe#south
*soource 1#source
*sopecialising 1#specialising
*soper 1#super
N*sophia 1#Sophia
*sophicated 1#sophisticated
*sophisicated 1#sophisticated
*sophisitcated 1#sophisticated
*sophisticatedand 1#sophisticated and
*sophisticaton 1#sophistication
*sophisticted 1#sophisticated
*sopkesman 1#spokesman
*sopught 1#sought
*sopurce 1#source
*sor 1#for
*sorce 3#source
*sorces 3#sources
*sorghhum 1#sorghum
NE*sorkin 1#Sorkin
*sorly 1#sorely
*sorrounded 1#surrounded
*sorrounding 4#surrounding
*sorrounds 1#surrounds
*sorrry 1#sorry
*soruces 4#sources
*sory 1#sorry
*sotck 1#stock
*sotfware 1#software
*sothern 1#southern
*sotries 1#stories
*sotware 1#software
*souce 6#source
?*souced 1#sourced#sauced
*souces 14#sources
*soucrer 1#source
*sould 11#should
*soulder 1#shoulder
*soultion 1#solution
*soundess 1#soundness
*soundnessmust 1#soundness must
*sourcs 1#sources
*sourees 1#sources
*soures 3#sources
*sourth-east 1#south-east
*sourtheast 1#southeast
*sourthern 7#southern
*sout 1#south
*sout-west 1#south-west
*souteast 1#southeast
*soutehrn 1#southern
*soutern 4#southern
*south-eatern 2#south-eastern
*southeastly 1#southeasterly
*southedrn 1#southern
*southen 3#southern
*souther 3#southern
*souther-western 1#south-western
*southesat 1#southeast
*southest 3#southeast
*southestern 2#southeastern
*southgern 1#southern
*southren 1#southern
*southrn 1#southern
*southweserly 1#southwesterly
*southwestof 1#southwest of
*soutwest 1#southwest
*soutwestern 1#southwestern
*soutwestward 1#southwestward
*souurce 1#source
*souurces 1#sources
*sove 1#solve
*soveregin 1#sovereign
*sovereiegntists 2#sovereigntists
*sovereigh 1#sovereign
*sovereighty 1#sovereignty
*sovereignity 20#sovereignty
*soveriegn 4#sovereign
*soveriegnty 3#sovereignty
*soverign 4#sovereign
*soverignty 8#sovereignty
*soverneigty 1#sovereignty
*sovernigty 1#sovereignty
*sovreignty 9#sovereignty
*sovrignty 1#sovereignty
*soybeal 1#soybean
*soybeansEurope 1#soybeans Europe
*soybeansOrion 1#soybeans Orion
*soybeansT 1#soybeans
*soybeansTibagi 1#soybeans Tibagi
*soybeansTropical 1#soybeans Tropical
*soybeansand 1#soybeans and
*soyben 1#soybean
*soybens 1#soybeans
*soyemal 1#soymeal
*soypelletsCargill 1#soypellets Cargill
*spactacular 1#spectacular
*spaculated 1#speculated
*spagetti 2#spaghetti
N*spain 31#Spain
*sparke 1#spark
*sparkeed 1#sparked
C*sparkline 1#sparkling
*spars 6#sparse
*spashed 1#splashed
*spaton 1#spat on
*spawling 1#sprawling
?*spayers 1#sayers
*speach 6#speech
*speaches 2#speeches
*speacial 1#special
C*spead 7#speed#spread
*speaders 1#spreaders
*speading 1#spreading
*speads 8#spreads
*speakng 1#speaking
*spearating 1#separating
*speard 1#speared
*spearhed 1#spearhead
*specalist 2#specialist
*specatators 3#spectators
*specators 2#spectators
*specatular 2#spectacular
*specculative 1#speculative
*specfic 9#specific
*specfically 2#specifically
*specfied 1#specified
*spech 1#speech
*speches 1#speeches
*specialiast 2#specialist
*specialis 2#specialist
*specialistion 1#specialisation
*specialitiy 2#speciality
*speciallist 1#specialist
*specialst 1#specialist
*specialy 1#specially
*specialzes 1#specializes
*specicifally 1#specifically
*specifed 3#specified
*specifially 1#specifically
*specificaly 1#specifically
*specificaton 1#specification
*specificed 5#specified
*specificially 9#specifically
*specificiations 1#specifications
*specificy 1#specify
*specifing 1#specifying
*specifiy 5#specify
*specifuying 1#specifying
*specifyiny 1#specifying
*specilaty 1#speciality
*specilist 1#specialist
*specility 2#speciality
*specilizes 1#specializes
*specilizing 1#specializing
*speciulation 2#speculation
*speciying 2#specifying
*speclation 1#speculation
*speclialist 1#specialist
*spect 1#aspect
*spectaclar 1#spectacular
*spectacluar 1#spectacular
*spectactular 2#spectacular
*specticism 2#septicism
*spects 1#aspects
*spectular 1#spectacular
*spectulation 2#speculation
*spectulators 1#speculators
*specturm 2#spectrum
*specualators 1#speculators
*specualted 1#speculated
*specualtion 8#speculation
*specualtive 3#speculative
*specualtor 1#speculator
*specuation 1#speculation
*speculaion 1#speculation
*speculatores 1#speculators
*speculatve 2#speculative
*speculcation 1#speculation
*specultaive 2#speculative
*specutacular 1#spectacular
*speec 1#speech
*speechs 3#speeches
?*speeddir 2#speedier
*speeech 1#speech
*speeeded 1#speeded
*speeeding 1#speeding
*speeking 1#speaking
*speent 1#spent
*speficy 1#specify
*speical 1#special
*speicalises 1#specialises
*speicalist 1#specialist
*speicfied 1#specified
*speker 1#speaker
*spemd 1#spend
*spendng 2#spending
*spennt 1#spent
*spermarket 1#supermarket
*speuclation 1#speculation
*spewcific 1#specific
*sphalt 1#asphalt
*sphisticated 1#sophisticated
*spieling 1#spilling#spelling
*spill-contingeny 1#spill-contingency
*spining 8#spinning
*spirital 1#spiritual
*spiritial 1#spiritual
*spirt 7#spirit
*spirtiual 1#spiritual
*spirts 1#spirits
*spirtual 5#spiritual
*spiteof 1#spite of
*spititual 1#spiritual
*spkesman 3#spokesman
*spkeswoman 3#spokeswoman
*spli 2#split?
*spliting 2#splitting
*spluring 1#splurging
*spnding 1#spending
*spnner 1#spinner#spanner
*spnsoring 1#sponsoring
*spoeculative 1#speculative
*spoeksman 1#spokesman
*spoesman 1#spokesman
*spoiralling 1#spiralling
*spokeamn 1#spokesman
*spokeesman 1#spokesman
*spokeman 64#spokesman
*spokeman's 4#spokesman's
*spokemen 1#spokesmen
*spokemsan 5#spokesman
*spokepeople 1#spokespeople
*spokesaman 2#spokesman
*spokesamn 2#spokesman
*spokesan 1#spokesman
*spokeskman 1#spokesman
*spokesmam 1#spokesman
*spokesmans 2#spokesman
*spokesmn 2#spokesman
*spokesmsan 1#spokesman
*spokesmwoman 1#spokeswoman
*spokesoman 2#spokeswoman
*spokesowman 6#spokeswoman
*spokesperon 1#spokesperson
*spokespman 1#spokesman
*spokeswman 1#spokeswoman
*spokeswoamn 1#spokeswoman
*spokeswom 1#spokeswoman
*spokeswomand 1#spokeswoman
*spokeswomon 1#spokeswoman
*spokeswsoman 1#spokeswoman
*spokewoman 73#spokeswoman
*spokewsoman 6#spokeswoman
*spokiesmen 1#spokesmen
*spokmesman 1#spokesman
*spokseman 2#spokesman
*spoksesman 1#spokesman
*spoksman 10#spokesman
*spokswoman 5#spokeswoman
*spokwoman 1#spokeswoman
?N*spol 1#Spol
*spolit 1#spoilt
*sponcors 1#sponsors
*spongifom 1#spongiform
*spongifoprm 1#spongiform
*spongifrom 1#spongiform
*sponors 4#sponsors
*sponosred 2#sponsored
*sponsered 2#sponsored
*sponsers 1#sponsors
*sponsorhip 4#sponsorship
*sponsorshi 1#sponsorship
*spontanteous 1#spontaneous
*spookesman 1#spokesman
*spopkesman 1#spokesman
*sporadicaly 1#sporadically
*sporatically 1#sporadically
*sportscaster 21#sports-caster
*sposition 1#position
*sposnorship 1#sponsorship
*spoted 1#spotted
*spotnext 2#spot next
*sppech 2#speech
*spplies 1#supplies
*spport 1#support
*spraked 1#sparked
*sprawing 1#sprawling
*spreadd 1#spread
*sprearheaded 2#spearheaded
*spreas 1#sprees
*sprectrum 1#spectrum
*spreviously 1#previously
*sprghum 1#sorghum
*sprice 1#spruce#price
*sprin 4#spring
*springboaard 1#springboard
*springboad 1#springboard
*sprinq 1#spring
*sprintime 1#springtime
*spririt 1#spirit
*spririts 4#spirits
*sprits 1#spirits
*spritual 1#spiritual
*spritually 1#spiritually
*sproadic 1#sporadic
*sprongs 2#springs
*sprurned 1#spurned
*spsread 1#spread
*spured 3#spurned
*spurge 1#splurge
*spurrred 1#spurred
*spuruce 1#spruce
*spwappign 1#swapping
*spys 1#says
*sqare 3#square
*sqare-mile 2#square-mile
*sqaud 2#squad
*sqauring 1#squaring
*sqeeze 6#squeeze
*sqeezed 2#squeezed
*sqeezing 1#squeezing
*squabblinq 1#squabbling
*squandron 1#squadron
*squardron 2#squadron
*squds 1#squads
*squeze 1#squeeze
*squirrely 2#squirrelly
?*squized 1#squeezed
*squre 2#square
*squueeze 2#squeeze
*squuezed 1#squeezed
*srea 1#sea
*sreenplay 1#screenplay
?*sri 7#sir
*srike 2#strike
*srikes 2#strikes
*srong 2#strong
*sronger-than-expected 1#stronger-than-expected
*srouces 1#sources
*srpead 1#spread
*srping 1#spring
*srtandings 1#standings
*sructural 4#structural
*sructures 2#structures
*srutiny 2#scrutiny
*sruveys 1#surveys
*srved 1#served
*ssaid 7#said
*ssaw 1#saw
*ssccer 1#soccer
*sse 1#see
*sseason 1#season
*ssees 1#sees
*ssenior 1#senior
*sshould 1#should
*ssid 2#said
*ssion 3#session#scion
*ssix 1#six
*ssluggishly 1#sluggishly
*sson 2#soon
*ssorghum 1#sorghum
*ssource 1#source
*sspecialised 1#specialised
*sstem 2#system
*ssupected 1#suspected
*ssytems 1#systems
*stANDBY 2#standby
*staTe 1#state
*staaffing 1#staffing
*staatement 1#statement
*stabalisation 1#stabilisation
*stabalise 1#stabilise
*stabalised 2#stabilised
*stabbbed 1#stabbed
*stabbled 1#stabled
*stabds 1#stabs
*stabe 1#stab#stable
*stabiility 1#stability
*stabiity 2#stability
*stabile 1#stable
*stabiliization 1#stabilization
*stabilisin 1#stabilising
*stabilistation 1#stabilisation
*stabilse 4#stabilise
*stabiltiy 1#stability
*stabilty 9#stability
*stabilzation 1#stabilization
*stabilze 1#stabilize
*stabity 3#stability
*stabliise 1#stabilise
*stabliity 1#stability
*stablilise 1#stabilise
*stablility 11#stability
*stablilize 1#stabilize
*stablilze 1#stabilize
*stablisation 5#stabilisation
*stablise 24#stabilise
*stablised 13#stabilised
*stablisers 2#stabilisers
*stablises 5#stabilises
*stablished 1#established
*stablisied 1#stabilised
*stablising 7#stabilising
*stablity 23#stability
*stablization 4#stabilization
*stablize 14#stabilize
*stablized 19#stabilized
*stablizer 1#stabilizer
*stablizing 5#stabilizing
*stablle 1#stable
*staddles 2#straddles
*stadnards 1#standards
*staduium 2#stadium
*staedy 3#steady
*staellite 2#satellite
